list-none-m,8,1000,1,24000,190926444,7955,39413
list-none-m,8,1000,4,24000,44586730,1857,9285
list-none-m,8,1000,8,24000,19863924,827,3044
list-none-m,8,1000,16,24000,9297371,387,1078
list-none-m,12,1000,1,36000,510285356,14174,132545
list-none-m,12,1000,4,36000,99508484,2764,24212
list-none-m,12,1000,8,36000,36789524,1021,6969
list-none-m,12,1000,16,36000,14901956,413,2065
list-none-m,1,1000,1,3000,4325081,1441,23
list-none-m,2,1000,1,6000,17539399,2923,2893
list-none-m,4,1000,1,12000,50470118,4205,9663
list-none-m,8,1000,1,24000,228988732,9541,57685
list-none-m,12,1000,1,36000,470344855,13065,127832
list-none-m,16,1000,1,48000,911509416,18989,217238
list-none-m,24,1000,1,72000,2141007848,29736,518725
list-none-s,1,1000,1,3000,4336891,1445,22
list-none-s,2,1000,1,6000,9807948,1634,978
list-none-s,4,1000,1,12000,67118472,5593,16346
list-none-s,8,1000,1,24000,186756127,7781,37455
list-none-s,12,1000,1,36000,660399538,18344,165957
list-none-s,16,1000,1,48000,923034044,19229,184452
list-none-s,24,1000,1,72000,4307733010,59829,1074964
list-id-none,1,1,4,3,379108,126369,0
list-id-none,1,2,4,6,336934,56155,0
list-id-none,1,4,4,12,80340,6695,0
list-id-none,1,8,4,24,79999,3333,0
list-id-none,1,16,4,48,98585,2053,0
list-id-none,4,1,4,12,191111,15925,0
list-id-none,4,8,4,96,240248,2502,0
list-id-none,4,16,4,192,383301,1996,0
list-id-none,8,1,4,24,369787,15407,0
list-id-none,8,2,4,48,380052,7917,0
list-id-none,12,1,4,36,436985,12138,0
list-id-none,12,2,4,72,1648244,22892,0
list-id-none,12,4,4,144,2055671,14275,0
list-id-none,16,1,4,48,571031,11896,0
list-id-s,1,10,4,30,83273,2775,35
list-id-s,1,20,4,60,110644,1844,27
list-id-s,1,40,4,120,133072,1108,24
list-id-s,1,80,4,240,197444,822,23
list-id-s,4,10,4,120,347691,2897,1160
list-id-s,4,20,4,240,592990,2470,1544
list-id-s,4,40,4,480,976386,2034,1650
list-id-s,4,80,4,960,1708043,1779,1634
list-id-s,8,10,4,240,611069,2546,3366
list-id-s,8,20,4,480,866033,1804,4016
list-id-s,8,40,4,960,2316557,2413,3095
list-id-s,8,80,4,1920,3021419,1573,5858
list-id-s,12,10,4,360,749098,2080,4983
list-id-s,12,20,4,720,1228599,1706,6843
list-id-s,12,40,4,1440,2534856,1760,7414
list-id-s,12,80,4,2880,3680043,1277,7910
list-id-s,16,10,4,480,887304,1848,4116
list-id-s,16,20,4,960,30767520,32049,403888
list-id-s,16,40,4,1920,50596383,26352,352480
list-id-s,16,80,4,3840,327163184,85198,1249264
list-id-m,1,10,4,30,88841,2961,62
list-id-m,1,20,4,60,269813,4496,55
list-id-m,1,40,4,120,135894,1132,34
list-id-m,1,80,4,240,202363,843,35
list-id-m,4,10,4,120,457827,3815,2124
list-id-m,4,20,4,240,934556,3893,4108
list-id-m,4,40,4,480,1084225,2258,1784
list-id-m,4,80,4,960,2917377,3038,4091
list-id-m,8,10,4,240,847091,3529,8093
list-id-m,8,20,4,480,1244634,2592,6163
list-id-m,8,40,4,960,2060182,2146,7394
list-id-m,8,80,4,1920,4671564,2433,8319
list-id-m,12,10,4,360,1189561,3304,12169
list-id-m,12,20,4,720,2286515,3175,14565
list-id-m,12,40,4,1440,4590154,3187,17720
list-id-m,12,80,4,2880,8888339,3086,20373
list-id-m,16,10,4,480,2026342,4221,26792
