add-none,8,1000,16000,339000,21,-52
add-none,8,10000,160000,2070000,12,2476
add-none,8,100000,1600000,20848000,13,2961
add-none,12,100,2400,1103000,459,0
add-none,12,1000,24000,556000,23,899
add-none,12,10000,240000,4814000,20,-7578
add-none,12,100000,2400000,29604000,12,-993
add-none,1,10,20,183000,9150,0
add-none,1,20,40,164000,4100,0
add-none,1,40,80,145000,1812,0
add-none,1,80,160,126000,787,0
add-none,1,100,200,95000,475,0
add-none,1,1000,2000,169000,84,0
add-none,1,10000,20000,277000,13,0
add-none,1,100000,200000,1653000,8,0
add-none,2,10,40,118000,2950,0
add-none,2,20,80,381000,4762,0
add-none,2,40,160,2592000,16200,0
add-none,2,80,320,214000,668,0
add-none,2,100,400,119000,297,0
add-none,2,1000,4000,335000,83,0
add-none,2,10000,40000,503000,12,788
add-none,2,100000,400000,3995000,9,31434
add-none,4,10,80,180000,2250,0
add-none,4,20,160,138000,862,0
add-none,4,40,320,165000,515,0
add-none,4,80,640,375000,585,0
add-none,4,100,800,172000,215,0
add-none,4,1000,8000,207000,25,684
add-none,4,10000,80000,1043000,13,-1822
add-none,4,100000,800000,10875000,13,-36314
add-none,8,10,160,396000,2475,0
add-none,8,20,320,406000,1268,-11
add-none,8,40,640,277000,432,0
add-none,8,80,1280,276000,215,0
add-none,8,100,1600,223000,139,0
add-none,8,1000,16000,389000,24,98
add-none,8,10000,160000,2358000,14,-1311
add-none,8,100000,1600000,20786000,12,-35139
add-none,12,10,240,403000,1679,0
add-none,12,20,480,1571000,3272,0
add-none,12,40,960,437000,455,0
add-none,12,80,1920,934000,486,0
add-none,12,100,2400,546000,227,0
add-none,12,1000,24000,572000,23,235
add-none,12,10000,240000,7451000,31,-1297
add-none,12,100000,2400000,30587000,12,58469
add-yield-none,2,10,40,195000,4875,0
add-yield-none,2,20,80,205000,2562,-2
add-yield-none,2,40,160,231000,1443,5
add-yield-none,2,80,320,3274000,10231,-9
add-yield-none,2,100,400,646000,1615,-12
add-yield-none,2,1000,4000,4274000,1068,-35
add-yield-none,2,10000,40000,19703000,492,-282
add-yield-none,2,100000,400000,243310000,608,572
add-yield-none,4,10,80,1777000,22212,0
add-yield-none,4,20,160,293000,1831,1
add-yield-none,4,40,320,1290000,4031,2
add-yield-none,4,80,640,5460000,8531,1
add-yield-none,4,100,800,1792000,2240,0
add-yield-none,4,1000,8000,20477000,2559,42
add-yield-none,4,10000,80000,70105000,876,-216
add-yield-none,4,100000,800000,173472000,216,-536
add-yield-none,8,10,160,381000,2381,5
add-yield-none,8,20,320,627000,1959,6
add-yield-none,8,40,640,1418000,2215,0
add-yield-none,8,80,1280,1761000,1375,-3
add-yield-none,8,100,1600,1989000,1243,5
add-yield-none,8,1000,16000,18527000,1157,31
add-yield-none,8,10000,160000,189024000,1181,-101
add-yield-none,8,100000,1600000,2067038000,1291,-824
add-yield-none,12,10,240,1961000,8170,7
add-yield-none,12,20,480,1168000,2433,30
add-yield-none,12,40,960,1486000,1547,2
add-yield-none,12,80,1920,7433000,3871,-1
add-yield-none,12,100,2400,3978000,1657,6
add-yield-none,12,1000,24000,37594000,1566,9
add-yield-none,12,10000,240000,322366000,1343,-59
add-yield-none,12,100000,2400000,2933749000,1222,-1013
add-none,2,100,400,126000,315,0
add-none,2,1000,4000,147000,36,352
add-none,2,10000,40000,602000,15,-3160
add-none,2,100000,400000,3213000,8,6311
add-none,8,100,1600,241000,150,0
add-none,8,1000,16000,299000,18,682
add-none,8,10000,160000,2236000,13,-11598
add-none,8,100000,1600000,22961000,14,-33254
add-yield-none,2,100,400,244000,610,0
add-yield-none,2,1000,4000,1221000,305,-40
add-yield-none,2,10000,40000,15234000,380,53
add-yield-none,2,100000,400000,122838000,307,-851
add-yield-none,8,100,1600,1980000,1237,2
add-yield-none,8,1000,16000,19500000,1218,-34
add-yield-none,8,10000,160000,197485000,1234,-218
add-yield-none,8,100000,1600000,1869373000,1168,-1306
add-none,1,100,200,82000,410,0
add-none,1,1000,2000,125000,62,0
add-none,1,10000,20000,167000,8,0
add-none,1,100000,200000,1055000,5,0
add-m,1,10000,20000,590000,29,0
add-c,1,10000,20000,372000,18,0
add-s,1,1000,2000,99000,49,0
add-m,2,10000,40000,119942000,2998,0
add-c,2,10000,40000,2573000,64,0
add-s,2,1000,4000,289000,72,0
add-m,4,10000,80000,386455000,4830,0
add-c,4,10000,80000,7857000,98,0
add-s,4,1000,8000,1375000,171,0
add-m,8,10000,160000,692654000,4329,0
add-c,8,10000,160000,13661000,85,0
add-s,8,1000,16000,2997000,187,0
add-m,12,10000,240000,1041355000,4338,0
add-c,12,10000,240000,23563000,98,0
add-s,12,1000,24000,1449000,60,0
add-yield-m,2,10000,40000,202786000,5069,0
add-yield-c,2,10000,40000,24229000,605,0
add-yield-s,2,1000,4000,2510000,627,0
add-yield-m,4,10000,80000,479119000,5988,0
add-yield-c,4,10000,80000,72705000,908,0
add-yield-s,4,1000,8000,6189000,773,0
add-yield-m,8,10000,160000,751239000,4695,0
add-yield-c,8,10000,160000,1100515000,6878,0
add-yield-s,8,1000,16000,172428839000,10776802,0
add-yield-m,12,10000,240000,1119788000,4665,0
add-yield-c,12,10000,240000,2460946000,10253,0
